date,race_no,race_name,win_profile,exotic_profile,is_volatile,win_prob_top,prob_gap,exotic_prob_top,exotic_prob_gap,pred_umaban,actual_1st,pred_odds,sanrenpuku_invest_yen,sanrenpuku_return_yen,sp_loss,sanrenpuku_hit,wide_hit,win_hit
20260702,5,福甸7ハロンC2一,荒,荒,TRUE,0.9999689876267656,0.999943443863521,0.9999452408607588,0.9998954383956562,1,1,1.5,500,0,500,FALSE,TRUE,TRUE
20260703,9,C2一,荒,荒,TRUE,0.9880261902722736,0.9797313963131706,0.9959895219659424,0.9920409978703966,6,10,1.9,500,0,500,FALSE,TRUE,FALSE
20260708,10,C2,荒,荒,TRUE,0.6008890521041668,0.2813446203359108,0.8679942443179421,0.7666760819441268,8,11,3.1,500,0,500,FALSE,TRUE,FALSE
20260708,12,C3一,荒,荒,TRUE,0.6193742187491513,0.4854118956974221,0.9937734900198087,0.9903652493277332,12,10,3.2,500,0,500,FALSE,FALSE,FALSE
20260709,10,C1,荒,荒,TRUE,0.9669736957517996,0.9351026943421986,0.9912785992682112,0.9833724199730676,4,6,1.8,500,0,500,FALSE,TRUE,FALSE
20260709,11,兵庫馬事畜産特別B2,荒,荒,TRUE,0.9961462098435688,0.9939430414863566,0.9998612308018604,0.999735012475988,11,8,2.6,500,0,500,FALSE,FALSE,FALSE
20260710,2,C3四,堅,荒,TRUE,0.9725034988731877,0.945013994071588,0.8069032445154656,0.6138065560248245,4,4,2.8,500,0,500,FALSE,TRUE,TRUE
20260710,12,青馬ひすみ☆ナイター進出記念C1,荒,荒,TRUE,0.9934975510907156,0.9876075996723902,0.9962750058058344,0.9927097673990308,6,6,2.5,500,0,500,FALSE,TRUE,TRUE
20260715,5,宍道スプリントC2,荒,荒,TRUE,0.99924575048909,0.9984916568605392,0.9874858028401023,0.9749717710587924,5,5,1.7,500,0,500,FALSE,TRUE,TRUE
20260717,12,C3一,荒,荒,TRUE,0.9999819927071296,0.9999758190284632,0.99999947571063,0.9999992618044992,6,1,1.7,500,0,500,FALSE,FALSE,FALSE
20260722,4,英賀保7ハロンC3二,荒,荒,TRUE,0.9579754556700932,0.9159590827080252,0.9862556029641676,0.9725127142726804,9,3,1.4,500,0,500,FALSE,TRUE,FALSE
20260722,5,莇野7ハロンC3一,荒,荒,TRUE,0.9996838296645472,0.999371337325408,0.9999891718546,0.9999783995063504,7,11,1.7,500,0,500,FALSE,FALSE,FALSE
20260722,6,C3,荒,荒,TRUE,0.8557327560354515,0.7131969951402347,0.9695791323878196,0.9395574366758088,12,4,2.4,500,0,500,FALSE,FALSE,FALSE
20260722,12,C2一,荒,荒,TRUE,0.9997721990646375,0.9995802919853822,0.9965794599492382,0.9931800223593884,11,3,3.3,500,0,500,FALSE,TRUE,FALSE
20260723,1,C3三,荒,荒,TRUE,0.9997585422325864,0.9995219906183642,0.9999635881586184,0.999928124058482,4,4,1.1,500,0,500,FALSE,FALSE,TRUE
20260723,4,阿成スプリントC3,荒,荒,TRUE,0.8993680735570779,0.802319440499782,0.976915964418158,0.9628364576375312,12,8,3.8,500,0,500,FALSE,TRUE,FALSE
